ACCESSION_NUMBER	ISSUER_NAME	BALANCE	CURRENCY_VALUE	PERCENTAGE	INVESTMENT_COUNTRY	ISSUER_LEI
0001193125-26-029054	5G6S-ACCW.AF	122.0	9.73	6.21e-07	US	
0001193125-26-029054	EVDX-UF8D.AF	43.0	43.26	2.7611e-06	US	
0001193125-26-029054	LNZJ-O8L9.AF	1050.0	1083.63	6.91638e-05	US	
0001193125-26-029054	2NMU-P7C4.AF	88.0	89.06	5.6843e-06	US	
0001193125-26-029054	2E4D-F9LS.AF	25.0	1.99	1.27e-07	US	
0001193125-26-029054	2NBW-FB6B.AF	258.0	20.64	1.3174e-06	US	
0001193125-26-029054	AP68-PY6D.AF	978.0	78.28	4.9963e-06	US	
0001193125-26-029054	ENM3-EVXC.AF	438.0	35.03	2.2358e-06	US	
0001193125-26-029054	VIA1-42N0.AF	176.0	178.69	1.14051e-05	US	
0001193125-26-029054	6X0Z-FK0C.AF	128.0	10.21	6.517e-07	US	
0001193125-26-029054	5FLC-GT9A.AF	415.0	416.44	2.65797e-05	US	
0001193125-26-029054	I3VA-3DT9.AF	289.0	175.75	1.12174e-05	US	
0001193125-26-029054	LMDJ-82YQ.AF	204.0	208.38	1.33001e-05	US	
0001193125-26-029054	YY5I-MIYH.AF	23.0	22.82	1.4565e-06	US	
0001193125-26-029054	8EVF-FH5Z.AF	73.0	5.84	3.727e-07	US	
0001193125-26-029054	A33H-D9E5.AF	22.0	1.76	1.123e-07	US	
0001193125-26-029054	8FXD-F6QH.AF	2645.0	2725.68	0.0001739694	US	
0001193125-26-029054	ZCS1-P8VK.AF	857.0	153.06	9.7692e-06	US	
0001193125-26-029054	I1BW-Y1NM.AF	63.0	5.01	3.198e-07	US	
0001193125-26-029054	TM7N-YM13.AF	15.0	15.33	9.785e-07	US	
0001193125-26-029054	RJGP-CEJN.AF	144.0	146.22	9.3326e-06	US	
0001193125-26-029054	1XYQ-PRER.AF	59.0	60.31	3.8493e-06	US	
0001193125-26-029054	JGBM-VO8Z.AF	126.0	126.6	8.0804e-06	US	
0001193125-26-029054	FON8-SWB4.AF	236.0	18.85	1.2031e-06	US	
0001193125-26-029054	MB3N-NDXX.AF	88.0	7.07	4.513e-07	US	
0001193125-26-029054	LDQN-RMY6.AF	706.0	56.47	3.6043e-06	US	
0001193125-26-029054	FCU2-X0RT.AF	74.0	74.47	4.7531e-06	US	
0001193125-26-029054	HR3C-6ZXO.AF	259.0	20.76	1.325e-06	US	
0001193125-26-029054	JKAN-UGBJ.AF	38.0	38.47	2.4554e-06	US	
0001193125-26-029054	XV3T-IDIN.AF	92.0	92.18	5.8835e-06	US	
0001193125-26-029054	VAQY-HQQ5.AF	380.0	381.71	2.4363e-05	US	
0001193125-26-029054	ZHSU-FOTJ.AF	12.0	11.81	7.538e-07	US	
0001193125-26-029054	2CDH-JIG1.AF	9.0	8.77	5.598e-07	US	
0001193125-26-029054	U1LM-NTC8.AF	272.0	140.48	8.9663e-06	US	
0001193125-26-029054	T67T-2UAP.AF	932.0	74.57	4.7595e-06	US	
0001193125-26-029054	2ZB1-5GMH.AF	237.0	238.36	1.52136e-05	US	
0001193125-26-029054	D73F-O176.AF	627.0	644.54	4.11384e-05	US	
0001193125-26-029054	AEYW-0E1O.AF	186.0	186.52	1.19048e-05	US	
0001193125-26-029054	S8BS-07LD.AF	112.0	111.59	7.1223e-06	US	
0001193125-26-029054	U9DD-QGZ6.AF	225.0	228.92	1.46111e-05	US	
0001193125-26-029054	PWM9-EZPY.AF	766.0	61.3	3.9125e-06	US	
0001193125-26-029054	JERM-86FY.AF	57.0	57.48	3.6687e-06	US	
0001193125-26-029054	3H56-IXCG.AF	1086.0	86.85	5.5433e-06	US	
0001193125-26-029054	9Y72-2QE9.AF	686.0	705.15	4.50069e-05	US	
0001193125-26-029054	JFI7-G7VG.AF	52.0	4.13	2.636e-07	US	
0001193125-26-029054	1LJ2-0B10.AF	75.0	6.01	3.836e-07	US	
0001193125-26-029054	EUUT-2M5Z.AF	540.0	43.17	2.7554e-06	US	
0001193125-26-029054	EZ2F-YO1I.AF	645.0	675.74	4.31298e-05	US	
0001193125-26-029054	JHIL-L12N.AF	18.0	4.31	2.751e-07	US	
0001193125-26-029054	96KA-DUGV.AF	427.0	438.95	2.80164e-05	US	
0001193125-26-029054	8NY7-UTKT.AF	333.0	339.3	2.16562e-05	US	
0001193125-26-029054	0CPV-19NW.AF	673.0	53.81	3.4345e-06	US	
0001193125-26-029054	XRVK-M1Z6.AF	864.0	886.08	5.6555e-05	US	
0001193125-26-029054	DS9R-LFXL.AF	1085.0	86.82	5.5414e-06	US	
0001193125-26-029054	3697-7BNC.AF	209.0	16.71	1.0665e-06	US	
0001193125-26-029054	IG3N-9QZ5.AF	59.0	4.73	3.019e-07	US	
0001193125-26-029054	I2NF-1D66.AF	32.0	31.74	2.0258e-06	US	
0001193125-26-029054	R1BQ-L3YE.AF	159.0	12.75	8.138e-07	US	
0001193125-26-029054	PFZ7-ZKWC.AF	266.0	270.76	1.72815e-05	US	
0001193125-26-029054	Q9AH-0WSG.AF	407.0	413.07	2.63646e-05	US	
0001193125-26-029054	PA3K-HJGM.AF	624.0	49.94	3.1875e-06	US	
0001193125-26-029054	GDXQ-L694.AF	531.0	533.27	3.40365e-05	US	
0001193125-26-029054	WB7H-ZS19.AF	238.0	243.32	1.55302e-05	US	
0001193125-26-029054	5ZIJ-23WP.AF	397.0	31.74	2.0258e-06	US	
0001193125-26-029054	NOIX-CHEJ.AF	43.0	3.4	2.17e-07	US	
0001193125-26-029054	EKH2-PUYX.AF	87.0	85.43	5.4527e-06	US	
0001193125-26-029054	M37H-I9LK.AF	70.0	70.56	4.5036e-06	US	
0001193125-26-029054	H29L-0MHY.AF	97.0	98.09	6.2607e-06	US	
0001193125-26-029054	2H8O-FVTX.AF	105.0	25.23	1.6103e-06	US	
0001193125-26-029054	HBTE-GLPX.AF	60.0	4.82	3.076e-07	US	
0001193125-26-029054	SGW2-S9D3.AF	165.0	13.21	8.431e-07	US	
0001193125-26-029054	S09H-DJCS.AF	120.0	120.61	7.6981e-06	US	
0001193125-26-029054	HARX-2MM0.AF	107.0	8.53	5.444e-07	US	
0001193125-26-029054	H858-X7RA.AF	22.0	21.57	1.3767e-06	US	
0001193125-26-029054	UBZS-5GGK.AF	46.0	3.7	2.362e-07	US	
0001193125-26-029054	EUR5-O1BJ.AF	39.0	39.11	2.4962e-06	US	
0001193125-26-029054	UJ41-D08S.AF	84.0	83.84	5.3512e-06	US	
0001193125-26-029054	CTU1-CWD6.AF	166.0	166.7	1.06398e-05	US	
0001193125-26-029054	RV5G-AU4C.AF	36.0	2.86	1.825e-07	US	
0001193125-26-029054	85S9-L215.AF	100.0	7.98	5.093e-07	US	
0001193125-26-029054	UM06-VV2P.AF	274.0	84.67	5.4042e-06	US	
0001193125-26-029054	AN35-RLHG.AF	26.0	26.49	1.6908e-06	US	
0001193125-26-029054	1HHD-H17X.AF	343.0	27.48	1.7539e-06	US	
0001193125-26-029054	RHFT-NOKF.AF	71.0	70.78	4.5176e-06	US	
0001193125-26-029054	79VV-STII.AF	76.0	6.07	3.874e-07	US	
0001193125-26-029054	2JQG-1PZ7.AF	728.0	768.24	4.90337e-05	US	
0001193125-26-029054	YMAG-2PB5.AF	79.0	79.06	5.0461e-06	US	
0001193125-26-029054	SQQ6-PQ2J.AF	38.0	3.08	1.966e-07	US	
0001193125-26-029054	3HHM-IYPH.AF	135.0	10.77	6.874e-07	US	
0001193125-26-029054	35Y4-5FMD.AF	217.0	17.32	1.1055e-06	US	
0001193125-26-029054	FUIC-S0XH.AF	311.0	333.15	2.12636e-05	US	
0001193125-26-029054	U6L1-NYZ7.AF	240.0	232.67	1.48504e-05	US	
0001193125-26-029054	C26Z-D0CQ.AF	77.0	4.9	3.127e-07	US	
0001193125-26-029054	X4F5-51C3.AF	676.0	678.07	4.32785e-05	US	
0001193125-26-029054	255M-LVMC.AF	75.0	41.32	2.6373e-06	US	
0001193125-26-029054	ZNUE-BYD3.AF	472.0	37.73	2.4082e-06	US	
0001193125-26-029054	KUYD-598M.AF	66.0	5.26	3.357e-07	US	
0001193125-26-029054	3ZI5-LNKV.AF	2280.0	2284.38	0.000145803	US	
0001193125-26-029054	B301-XC0W.AF	185.0	28.59	1.8248e-06	US	
0001193125-26-029054	S2GA-3J0V.AF	763.0	780.22	4.97984e-05	US	
0001193125-26-029054	FKQ8-TERI.AF	93.0	7.44	4.749e-07	US	
0001193125-26-029054	NLIE-IATW.AF	35.0	15.54	9.919e-07	US	
0001193125-26-029054	W7B6-9SJZ.AF	335.0	336.41	2.14717e-05	US	
0001193125-26-029054	FC6E-5H6F.AF	417.0	33.38	2.1305e-06	US	
0001193125-26-029054	5BTE-ZQLT.AF	307.0	309.02	1.97235e-05	US	
0001193125-26-029054	3081-OO1X.AF	41.0	40.72	2.599e-06	US	
0001193125-26-029054	4EBR-DKLT.AF	52.0	51.76	3.3036e-06	US	
0001193125-26-029054	HTM9-XMI5.AF	841.0	67.26	4.2929e-06	US	
0001193125-26-029054	5XBE-PD3L.AF	122.0	121.71	7.7683e-06	US	
0001193125-26-029054	ZNZ8-R7BR.AF	79.0	6.34	4.047e-07	US	
0001193125-26-029054	BUQ1-QKM2.AF	13.0	1.08	6.89e-08	US	
0001193125-26-029054	GHYH-BA07.AF	364.0	364.59	2.32703e-05	US	
0001193125-26-029054	RD6P-5IDP.AF	77.0	76.86	4.9057e-06	US	
0001193125-26-029054	I62Z-TDVT.AF	396.0	394.35	2.51698e-05	US	
0001193125-26-029054	Q5JC-B88J.AF	1307.0	104.6	6.6762e-06	US	
0001193125-26-029054	DLEV-8ACI.AF	147.0	149.23	9.5248e-06	US	
0001193125-26-029054	UU5P-J6AO.AF	50.0	50.17	3.2022e-06	US	
0001193125-26-029054	VKNS-Q7S7.AF	564.0	571.5	3.64766e-05	US	
0001193125-26-029054	RYX7-EXHW.AF	84.0	85.2	5.438e-06	US	
0001193125-26-029054	N8SX-G83M.AF	10.0	9.98	6.37e-07	US	
0001193125-26-029054	9UDF-4O1I.AF	496.0	39.64	2.5301e-06	US	
0001193125-26-029054	BU9S-GAOR.AF	188.0	191.38	1.2215e-05	US	
0001193125-26-029054	N6CA-SEBN.AF	28.0	28.67	1.8299e-06	US	
0001193125-26-029054	E1WS-18SJ.AF	530.0	545.92	3.48439e-05	US	
0001193125-26-029054	B9LS-SAQS.AF	200.0	16.02	1.0225e-06	US	
0001193125-26-029054	750W-0Y3M.AF	272.0	21.77	1.3895e-06	US	
0001193125-26-029054	8A1L-L819.AF	46.0	3.66	2.336e-07	US	
0001193125-26-029054	7W6E-HVPR.AF	50.0	51.01	3.2558e-06	US	
0001193125-26-029054	CTFH-RIMR.AF	2467.0	2528.07	0.0001613567	US	
0001193125-26-029054	7E15-S1MW.AF	190.0	31.41	2.0048e-06	US	
0001193125-26-029054	US8S-BBID.AF	2199.0	2143.04	0.0001367818	US	
0001193125-26-029054	9T47-HYR8.AF	77.0	6.13	3.913e-07	US	
0001193125-26-029054	C2RN-9QO4.AF	131.0	9.73	6.21e-07	US	
0001193125-26-029054	CWOU-B5XA.AF	133.0	10.6	6.766e-07	US	
0001193125-26-029054	BYXV-BEUA.AF	104.0	8.32	5.31e-07	US	
0001193125-26-029054	9KIV-FZQT.AF	76.0	76.26	4.8674e-06	US	
0001193125-26-029054	RJEA-0SWF.AF	42.0	42.32	2.7011e-06	US	
0001193125-26-029054	2D6X-5NOK.AF	33.0	33.31	2.126e-06	US	
0001193125-26-029054	ES77-VNYW.AF	331.0	26.47	1.6895e-06	US	
0001193125-26-029054	UMG8-S5X7.AF	198.0	199.41	1.27276e-05	US	
0001193125-26-029054	M2LR-N31D.AF	68.0	67.97	4.3383e-06	US	
0001193125-26-029054	5H3E-ECEX.AF	352.0	28.18	1.7986e-06	US	
0001193125-26-029054	9NO2-YNCO.AF	10.0	10.08	6.434e-07	US	
0001193125-26-029054	TA0U-BF9I.AF	65.0	5.22	3.332e-07	US	
0001193125-26-029054	I0GV-20OR.AF	228.0	229.8	1.46672e-05	US	
0001193125-26-029054	KDLW-J7WH.AF	20.0	1.64	1.047e-07	US	
0001193125-26-029054	W4QO-WZLU.AF	9.0	9.39	5.993e-07	US	
0001193125-26-029054	VGC4-4WOQ.AF	816.0	65.24	4.164e-06	US	
0001193125-26-029054	S1V2-99JH.AF	143.0	11.45	7.308e-07	US	
0001193125-26-029054	26RL-FWNY.AF	353.0	28.23	1.8018e-06	US	
0001193125-26-029054	SDE5-FHFN.AF	251.0	20.09	1.2823e-06	US	
0001193125-26-029054	2FDG-B0MK.AF	146.0	11.72	7.48e-07	US	
0001193125-26-029054	A7QL-LVUK.AF	117.0	9.38	5.987e-07	US	
0001193125-26-029054	Y3VH-CO55.AF	464.0	37.1	2.3679e-06	US	
0001193125-26-029054	101P-0VUG.AF	107.0	108.03	6.8951e-06	US	
0001193125-26-029054	9JYY-QWPC.AF	21.0	21.62	1.3799e-06	US	
0001193125-26-029054	272D-G5UM.AF	440.0	459.71	2.93415e-05	US	
0001193125-26-029054	DE79-52JV.AF	61.0	4.85	3.096e-07	US	
0001193125-26-029054	TXAL-ZXVE.AF	276.0	273.88	1.74807e-05	US	
0001193125-26-029054	SG39-YUBF.AF	722.0	720.24	4.59701e-05	US	
0001193125-26-029054	68XK-A82S.AF	378.0	379.08	2.41952e-05	US	
0001193125-26-029054	DGFY-XXHI.AF	12.0	11.66	7.442e-07	US	
0001193125-26-029054	JGLA-WO5J.AF	204.0	16.29	1.0397e-06	US	
0001193125-26-029054	MW9F-GLCT.AF	210.0	16.81	1.0729e-06	US	
0001193125-26-029054	BXBJ-N7VP.AF	66.0	0.0	0.0	US	
0001193125-26-029054	ZQQ9-2ET9.AF	21.0	20.73	1.3231e-06	US	
0001193125-26-029054	7NS3-MP9P.AF	19.0	18.79	1.1993e-06	US	
0001193125-26-029054	XXIU-PDSI.AF	791.0	63.31	4.0408e-06	US	
0001193125-26-029054	2BW2-P5P8.AF	27.0	26.15	1.6691e-06	US	
0001193125-26-029054	JDIH-5Z71.AF	46.0	45.82	2.9245e-06	US	
0001193125-26-029054	KK37-Q7RD.AF	463.0	0.0	0.0	US	
0001193125-26-029054	AGWA-M81C.AF	59.0	59.41	3.7919e-06	US	
0001193125-26-029054	9YHG-JRSD.AF	45.0	3.6	2.298e-07	US	
0001193125-26-029054	IZ74-VY0G.AF	82.0	6.59	4.206e-07	US	
0001193125-26-029054	0QKH-PQ2C.AF	989.0	1023.58	6.53311e-05	US	
0001193125-26-029054	61PR-GTA0.AF	21.0	20.96	1.3378e-06	US	
0001193125-26-029054	CSOC-04CW.AF	133.0	10.6	6.766e-07	US	
0001193125-26-029054	6DTB-A61N.AF	35.0	2.78	1.774e-07	US	
0001193125-26-029054	P2W9-1GEB.AF	65.0	5.16	3.293e-07	US	
0001193125-26-029054	64PR-5M2K.AF	47.0	47.1	3.0062e-06	US	
0001193125-26-029054	ZR6H-UCTW.AF	159.0	12.68	8.093e-07	US	
0001193125-26-029054	9O08-PXFN.AF	2809.0	2936.42	0.0001874201	US	
0001193125-26-029054	EYC6-I8ZZ.AF	229.0	225.18	1.43723e-05	US	
0001193125-26-029054	CPAM-OM98.AF	197.0	31.02	1.9799e-06	US	
0001193125-26-029054	QZ97-61IC.AF	3659.0	292.7	1.86819e-05	US	
0001193125-26-029054	88PI-OYSL.AF	93.0	94.98	6.0622e-06	US	
0001193125-26-029054	CGA6-FVC4.AF	122.0	9.79	6.249e-07	US	
0001193125-26-029054	12U7-A1CF.AF	34.0	2.72	1.736e-07	US	
0001193125-26-029054	7OE3-CBF6.AF	13.0	13.44	8.578e-07	US	
0001193125-26-029054	4P7P-C28F.AF	7.0	0.54	3.45e-08	US	
0001193125-26-029054	U01A-9QXX.AF	313.0	24.57	1.5682e-06	US	
0001193125-26-029054	I88C-BTMY.AF	117.0	9.35	5.968e-07	US	
0001193125-26-029054	S601-M22M.AF	319.0	25.53	1.6295e-06	US	
0001193125-26-029054	JWR6-R0SX.AF	282.0	22.58	1.4412e-06	US	
0001193125-26-029054	6KGH-Y89L.AF	33.0	32.92	2.1012e-06	US	
0001193125-26-029054	TUKB-XZBN.AF	62.0	9.55	6.095e-07	US	
0001193125-26-029054	MULI-XYS1.AF	12.0	11.81	7.538e-07	US	
0001193125-26-029054	XYCO-U4S4.AF	47.0	47.31	3.0196e-06	US	
0001193125-26-029054	YYDT-DLAK.AF	1207.0	96.6	6.1656e-06	US	
0001193125-26-029054	IFCR-L860.AF	72.0	71.82	4.584e-06	US	
0001193125-26-029054	R99N-OPUC.AF	61.0	61.36	3.9164e-06	US	
0001193125-26-029054	FZUY-KZDI.AF	99.0	99.33	6.3398e-06	US	
0001193125-26-029054	I86A-A1L5.AF	2291.0	183.28	1.1698e-05	US	
0001193125-26-029054	VCG4-BGWB.AF	512.0	520.72	3.32355e-05	US	
0001193125-26-029054	V6CP-3XIK.AF	587.0	573.07	3.65768e-05	US	
0001193125-26-029054	NCFS-RF44.AF	110.0	8.84	5.642e-07	US	
0001193125-26-029054	KZ69-2IO0.AF	1045.0	1085.58	6.92883e-05	US	
0001193125-26-029054	AERS-SMUC.AF	223.0	225.2	1.43736e-05	US	
0001193125-26-029054	WUPK-0K17.AF	10.0	9.86	6.293e-07	US	
0001193125-26-029054	7Z2N-A5A9.AF	123.0	119.28	7.6132e-06	US	
0001193125-26-029054	I6WL-2LKT.AF	76.0	75.64	4.8278e-06	US	
0001193125-26-029054	4R55-SYA9.AF	538.0	43.01	2.7452e-06	US	
0001193125-26-029054	AC4A-8DWN.AF	177.0	14.17	9.044e-07	US	
0001193125-26-029054	VF7P-LAMY.AF	64.0	62.19	3.9693e-06	US	
0001193125-26-029054	GTLF-D9RA.AF	1196.0	95.69	6.1075e-06	US	
0001193125-26-029054	SWRK-LCK0.AF	32.0	32.25	2.0584e-06	US	
0001193125-26-029054	XLZN-U0OM.AF	888.0	912.31	5.82291e-05	US	
0001193125-26-029054	PXEX-D7F6.AF	47.0	46.73	2.9826e-06	US	
0001193125-26-029054	TMZZ-K6UI.AF	134.0	10.72	6.842e-07	US	
0001193125-26-029054	D4WG-TZVG.AF	199.0	15.94	1.0174e-06	US	
0001193125-26-029054	Z5GS-HD0Q.AF	268.0	21.47	1.3703e-06	US	
0001193125-26-029054	8DDO-M4JN.AF	425.0	33.98	2.1688e-06	US	
0001193125-26-029054	F4YG-09I4.AF	27.0	27.09	1.729e-06	US	
0001193125-26-029054	GTK7-LBB7.AF	100.0	7.99	5.1e-07	US	
0001193125-26-029054	OYNF-S4YF.AF	51.0	51.11	3.2621e-06	US	
0001193125-26-029054	KVSG-A9QT.AF	20.0	20.11	1.2835e-06	US	
0001193125-26-029054	IV0S-BGRB.AF	34.0	34.03	2.172e-06	US	
0001193125-26-029054	7I9I-FMSJ.AF	698.0	55.81	3.5621e-06	US	
0001193125-26-029054	79Z1-OGQ5.AF	331.0	335.77	2.14309e-05	US	
0001193125-26-029054	MSVY-DQND.AF	45.0	44.95	2.869e-06	US	
0001193125-26-029054	XXSY-129L.AF	12.0	12.32	7.863e-07	US	
0001193125-26-029054	AHY1-GR7F.AF	278.0	22.22	1.4182e-06	US	
0001193125-26-029054	Y2TD-8H7Y.AF	128.0	130.08	8.3025e-06	US	
0001193125-26-029054	9RS6-3P8W.AF	44.0	3.52	2.247e-07	US	
0001193125-26-029054	P116-O17P.AF	198.0	196.93	1.25693e-05	US	
0001193125-26-029054	B2OZ-VUPI.AF	603.0	48.25	3.0796e-06	US	
0001193125-26-029054	D1KU-YAT5.AF	62.0	4.92	3.14e-07	US	
0001193125-26-029054	5IYU-Q5IT.AF	74.0	74.71	4.7684e-06	US	
0001193125-26-029054	BFLW-0FJ2.AF	18.0	17.95	1.1457e-06	US	
0001193125-26-029054	RRW8-LU02.AF	162.0	160.55	1.02473e-05	US	
0001193125-26-029054	NQDX-PPXE.AF	155.0	12.39	7.908e-07	US	
0001193125-26-029054	QW0L-VIN1.AF	58.0	59.52	3.7989e-06	US	
0001193125-26-029054	RZDT-OQI4.AF	314.0	325.08	2.07486e-05	US	
0001193125-26-029054	H6MZ-ZDRJ.AF	597.0	612.41	3.90877e-05	US	
0001193125-26-029054	T1I5-R6Y4.AF	20.0	20.16	1.2867e-06	US	
0001193125-26-029054	9M7I-QS2T.AF	57.0	4.59	2.93e-07	US	
0001193125-26-029054	WZO0-60ES.AF	355.0	357.09	2.27916e-05	US	
0001193125-26-029054	D1V5-68D0.AF	99.0	7.9	5.042e-07	US	
0001193125-26-029054	DXZA-TQMS.AF	99.0	7.94	5.068e-07	US	
0001193125-26-029054	BE3I-6K3V.AF	131.0	10.48	6.689e-07	US	
0001193125-26-029054	3BXM-RT5I.AF	1713.0	1704.52	0.0001087928	US	
0001193125-26-029054	HDGY-KHZK.AF	33.0	32.91	2.1005e-06	US	
0001193125-26-029054	3QFB-6AGN.AF	4886.0	390.86	2.4947e-05	US	
0001193125-26-029054	SCBF-BE0I.AF	42.0	42.2	2.6935e-06	US	
0001193125-26-029054	YVE8-OQMN.AF	169.0	167.89	1.07158e-05	US	
0001193125-26-029054	XSVW-WPG5.AF	30.0	29.81	1.9027e-06	US	
0001193125-26-029054	DTXD-5CFA.AF	86.0	89.26	5.6971e-06	US	
0001193125-26-029054	4CHU-KADH.AF	22.0	21.43	1.3678e-06	US	
0001193125-26-029054	HEYK-CXNC.AF	633.0	634.65	4.05072e-05	US	
0001193125-26-029054	7XOC-2NZA.AF	368.0	378.46	2.41556e-05	US	
0001193125-26-029054	2T8L-215A.AF	84.0	86.17	5.4999e-06	US	
0001193125-26-029054	WHFI-Z3D7.AF	210.0	208.25	1.32918e-05	US	
0001193125-26-029054	KSDI-32HQ.AF	180.0	180.7	1.15334e-05	US	
0001193125-26-029054	Y2BT-R7W5.AF	94.0	7.54	4.812e-07	US	
0001193125-26-029054	1XA0-XAHK.AF	101.0	101.33	6.4675e-06	US	
0001193125-26-029054	KAVA-M746.AF	91.0	92.26	5.8886e-06	US	
0001193125-26-029054	HZ1G-TOPF.AF	119.0	121.59	7.7606e-06	US	
0001193125-26-029054	TEDZ-CULP.AF	16.0	1.27	8.11e-08	US	
0001193125-26-029054	T5D3-0AH7.AF	11.0	11.14	7.11e-07	US	
0001193125-26-029054	XYBS-H9DV.AF	87.0	6.97	4.449e-07	US	
0001193125-26-029054	BKHC-WNOY.AF	416.0	416.84	2.66053e-05	US	
0001193125-26-029054	IUED-53GD.AF	265.0	21.18	1.3518e-06	US	
0001193125-26-029054	9LWA-F2YB.AF	187.0	186.89	1.19285e-05	US	
0001193125-26-029054	9K3Z-9QBS.AF	235.0	18.84	1.2025e-06	US	
0001193125-26-029054	S2YV-UY2S.AF	279.0	283.69	1.81068e-05	US	
0001193125-26-029054	WH2D-J6C9.AF	57.0	56.38	3.5985e-06	US	
0001193125-26-029054	A5F6-H63I.AF	507.0	40.59	2.5907e-06	US	
0001193125-26-029054	B5ZF-NQF9.AF	336.0	347.04	2.21502e-05	US	
0001193125-26-029054	L115-ZWR2.AF	283.0	87.45	5.5816e-06	US	
0001193125-26-029054	SZGJ-G6NM.AF	182.0	180.91	1.15468e-05	US	
0001193125-26-029054	MDMN-50EH.AF	74.0	0.82	5.23e-08	US	
0001193125-26-029054	F0HB-D7DC.AF	12.0	12.39	7.908e-07	US	
0001193125-26-029054	KNFW-N515.AF	28.0	28.06	1.791e-06	US	
0001193125-26-029054	5VKR-XUU8.AF	107.0	105.36	6.7247e-06	US	
0001193125-26-029054	P8YO-CXT7.AF	727.0	744.62	4.75262e-05	US	
0001193125-26-029054	AREF-3E8X.AF	265.0	269.71	1.72145e-05	US	
0001193125-26-029054	ZORH-XQCN.AF	172.0	175.64	1.12104e-05	US	
0001193125-26-029054	DHKZ-PVLB.AF	36.0	35.97	2.2958e-06	US	
0001193125-26-029054	WM2L-84JW.AF	44.0	3.56	2.272e-07	US	
0001193125-26-029054	ECDG-JWVY.AF	30.0	2.43	1.551e-07	US	
0001193125-26-029054	HMCZ-K7X7.AF	113.0	9.6	6.127e-07	US	
0001193125-26-029054	HQT2-IGLY.AF	111.0	8.9	5.681e-07	US	
0001193125-26-029054	PMDU-C0C2.AF	19.0	18.77	1.198e-06	US	
0001193125-26-029054	4TZQ-JPJ8.AF	70.0	5.63	3.593e-07	US	
0001193125-26-029054	A4VK-6BXL.AF	72.0	72.3	4.6146e-06	US	
0001193125-26-029054	9D7X-9EXN.AF	138.0	137.39	8.7691e-06	US	
0001193125-26-029054	7GKD-TPEB.AF	2122.0	169.79	1.0837e-05	US	
0001193125-26-029054	VA39-0K9M.AF	100.0	8.0	5.106e-07	US	
0001193125-26-029054	QGAA-JBQ9.AF	269.0	21.54	1.3748e-06	US	
0001193125-26-029054	KLFF-02XS.AF	50.0	49.51	3.16e-06	US	
0001193125-26-029054	2NHT-YA8K.AF	200.0	16.03	1.0231e-06	US	
0001193125-26-029054	TKT2-078K.AF	239.0	240.47	1.53483e-05	US	
0001193125-26-029054	LCT5-HGSP.AF	108.0	108.47	6.9232e-06	US	
0001193125-26-029054	5S8S-MRRB.AF	251.0	249.14	1.59016e-05	US	
0001193125-26-029054	EWK4-QSOG.AF	167.0	0.9	5.74e-08	US	
0001193125-26-029054	P9GL-KWRY.AF	17.0	16.91	1.0793e-06	US	
0001193125-26-029054	CN8Q-RPUH.AF	445.0	35.59	2.2716e-06	US	
0001193125-26-029054	ODYU-VWN3.AF	195.0	198.53	1.26714e-05	US	
0001193125-26-029054	QG7R-8LGV.AF	18.0	18.26	1.1655e-06	US	
0001193125-26-029054	7ASJ-4WGW.AF	70.0	70.09	4.4736e-06	US	
0001193125-26-029054	09AP-1VIU.AF	155.0	156.61	9.9958e-06	US	
0001193125-26-029054	INII-X4E3.AF	68.0	5.47	3.491e-07	US	
0001193125-26-029054	CGRM-X21X.AF	169.0	168.9	1.07802e-05	US	
0001193125-26-029054	I2N0-1BX8.AF	14.0	14.41	9.197e-07	US	
0001193125-26-029054	O0Z9-816D.AF	629.0	645.97	4.12297e-05	US	
0001193125-26-029054	VJ1D-O47C.AF	447.0	35.75	2.2818e-06	US	
0001193125-26-029054	C11N-INI9.AF	25.0	25.29	1.6142e-06	US	
0001193125-26-029054	45YE-IWLZ.AF	107.0	8.55	5.457e-07	US	
0001193125-26-029054	WHAB-7F8X.AF	158.0	12.65	8.074e-07	US	
0001193125-26-029054	0YLZ-G9OW.AF	76.0	77.0	4.9146e-06	US	
0001193125-26-029054	2LJX-8KAD.AF	1296.0	548.99	3.50399e-05	US	
0001193125-26-029054	BD8Y-LTU7.AF	1396.0	111.67	7.1275e-06	US	
0001193125-26-029054	XICO-NFXC.AF	30.0	30.05	1.918e-06	US	
0001193125-26-029054	T22B-BU00.AF	23.0	22.86	1.4591e-06	US	
0001193125-26-029054	57XJ-2UDQ.AF	162.0	164.42	1.04943e-05	US	
0001193125-26-029054	E1LI-6EM4.AF	189.0	189.36	1.20861e-05	US	
0001193125-26-029054	BPF8-JXHJ.AF	144.0	11.53	7.359e-07	US	
0001193125-26-029054	XY3E-GWVR.AF	81.0	82.14	5.2427e-06	US	
0001193125-26-029054	SRER-8S9U.AF	20.0	19.49	1.244e-06	US	
0001193125-26-029054	JKVE-BSE5.AF	36.0	36.33	2.3188e-06	US	
0001193125-26-029054	SGUU-9940.AF	209.0	16.7	1.0659e-06	US	
0001193125-26-029054	PIOW-3S5K.AF	408.0	406.07	2.59178e-05	US	
0001193125-26-029054	ZAYD-93OL.AF	228.0	232.47	1.48376e-05	US	
0001193125-26-029054	6OJ7-BSDY.AF	81.0	83.03	5.2995e-06	US	
0001193125-26-029054	2IFB-67KD.AF	32.0	32.41	2.0686e-06	US	
